Image,Class,Nose_X,Nose_Y,Nose_Confidence,Left_Eye_X,Left_Eye_Y,Left_Eye_Confidence,Right_Eye_X,Right_Eye_Y,Right_Eye_Confidence,Left_Ear_X,Left_Ear_Y,Left_Ear_Confidence,Right_Ear_X,Right_Ear_Y,Right_Ear_Confidence,Left_Shoulder_X,Left_Shoulder_Y,Left_Shoulder_Confidence,Right_Shoulder_X,Right_Shoulder_Y,Right_Shoulder_Confidence,Left_Elbow_X,Left_Elbow_Y,Left_Elbow_Confidence,Right_Elbow_X,Right_Elbow_Y,Right_Elbow_Confidence,Left_Wrist_X,Left_Wrist_Y,Left_Wrist_Confidence,Right_Wrist_X,Right_Wrist_Y,Right_Wrist_Confidence,Left_Hip_X,Left_Hip_Y,Left_Hip_Confidence,Right_Hip_X,Right_Hip_Y,Right_Hip_Confidence,Left_Knee_X,Left_Knee_Y,Left_Knee_Confidence,Right_Knee_X,Right_Knee_Y,Right_Knee_Confidence,Left_Ankle_X,Left_Ankle_Y,Left_Ankle_Confidence,Right_Ankle_X,Right_Ankle_Y,Right_Ankle_Confidence
C:\miniproject\dataset\F_R_S\1130 (2).jpg,F_R_S,0.36258906,0.5337759,0.5651596,0.35314044,0.5427797,0.7067925,0.35266134,0.52299297,0.7638271,0.35995767,0.55521184,0.6427513,0.3606446,0.50475633,0.6107335,0.4052284,0.5780581,0.5445697,0.39631113,0.48318908,0.55738956,0.46751815,0.5897023,0.44959143,0.4538144,0.48375532,0.39443293,0.47504082,0.5700616,0.35928753,0.43482858,0.52234334,0.47988334,0.54153883,0.55394804,0.7089062,0.54144317,0.49080932,0.7244848,0.627057,0.56673276,0.43423763,0.6514541,0.4808488,0.7410228,0.70590824,0.5689625,0.7467255,0.76806545,0.46614096,0.5598642
C:\miniproject\dataset\F_R_S\1130.jpg,F_R_S,0.40468964,0.5044097,0.5249209,0.39528906,0.510131,0.56943417,0.3944933,0.4986411,0.50630116,0.39727858,0.5200449,0.5611879,0.39941335,0.4883123,0.5867307,0.43599248,0.53548944,0.5565273,0.43177518,0.47787374,0.5511535,0.47553152,0.5391326,0.30195513,0.46910647,0.474855,0.3319986,0.49846074,0.5219457,0.3099721,0.4859166,0.48345423,0.24336255,0.51935524,0.5271066,0.4821086,0.5224048,0.48922756,0.61247844,0.5840284,0.5313518,0.36471534,0.58713156,0.4777593,0.38925356,0.6529382,0.5496955,0.4871389,0.6741708,0.46187449,0.4603555
C:\miniproject\dataset\F_R_S\1131 (2).jpg,F_R_S,0.36192328,0.53354096,0.5415336,0.35281223,0.5423644,0.7055464,0.35238197,0.52261174,0.7570918,0.35887185,0.55517936,0.62142134,0.36020416,0.503823,0.5711164,0.4042775,0.5773486,0.58421296,0.3986866,0.48344147,0.524337,0.46438208,0.5910611,0.4160663,0.45686978,0.48355752,0.3791344,0.47433874,0.57219195,0.38940683,0.44371173,0.52222234,0.3144948,0.5356263,0.55407226,0.68375975,0.53606373,0.49189097,0.65877235,0.6240802,0.56463253,0.38491315,0.6472758,0.48216817,0.71165735,0.7046874,0.5676741,0.7186939,0.76595694,0.46701044,0.3953526
C:\miniproject\dataset\F_R_S\1131.jpg,F_R_S,0.40581068,0.50431275,0.52578485,0.39645642,0.50982946,0.5975704,0.39585626,0.49829516,0.54460007,0.3985302,0.5203153,0.5900853,0.40065154,0.48890918,0.61592567,0.43617877,0.53662413,0.5854975,0.43210113,0.47818628,0.5433045,0.47653368,0.5430466,0.41833526,0.4693343,0.47378066,0.34435976,0.49853304,0.52141035,0.30086166,0.48537922,0.48404008,0.23599884,0.51877004,0.52705175,0.465518,0.5222223,0.48896176,0.6125634,0.5811446,0.53175616,0.41486582,0.5839282,0.4765182,0.47907495,0.6508623,0.54823333,0.5005111,0.6714932,0.46026447,0.47818863
C:\miniproject\dataset\F_R_S\1132 (2).jpg,F_R_S,0.3629221,0.5337436,0.55638295,0.35352063,0.5427562,0.6769162,0.35321036,0.5230211,0.7707139,0.36005378,0.5554793,0.64656115,0.36152506,0.50417894,0.603893,0.40470588,0.5791545,0.5485417,0.39731848,0.4823839,0.6385497,0.46508363,0.5911913,0.39796683,0.45650768,0.48346546,0.39603567,0.47436574,0.5706817,0.3921195,0.44018567,0.52281183,0.44346577,0.5415332,0.5555415,0.70961416,0.54153234,0.49092326,0.7098147,0.6257333,0.5664138,0.43305057,0.6510557,0.4805565,0.7407264,0.7047023,0.5684535,0.7363336,0.7688692,0.46562186,0.510911
C:\miniproject\dataset\F_R_S\1132.jpg,F_R_S,0.40543061,0.5039824,0.5239331,0.39633065,0.50929093,0.6068263,0.39561528,0.4978899,0.5394851,0.39833057,0.51970005,0.57555145,0.40049818,0.48870417,0.6025528,0.4357235,0.53673875,0.60078114,0.43173575,0.47810218,0.55391616,0.4753506,0.5436009,0.41903132,0.4690953,0.47385976,0.3395719,0.5003033,0.5213592,0.29266122,0.4875238,0.48359773,0.2387838,0.51766616,0.52747685,0.4636308,0.5212828,0.48907197,0.60769767,0.5805456,0.531405,0.39449295,0.584648,0.47637177,0.47955504,0.6547891,0.55093247,0.36847237,0.6719348,0.4602175,0.49538812
C:\miniproject\dataset\F_R_S\1133 (2).jpg,F_R_S,0.3638755,0.534532,0.59459573,0.3542345,0.54334426,0.6618091,0.35417944,0.5240843,0.77012014,0.3611414,0.55538857,0.6776943,0.36200166,0.50502497,0.64040947,0.40371713,0.5777354,0.59900606,0.39821687,0.48359883,0.5526898,0.46277153,0.5919734,0.34871426,0.45433578,0.4843046,0.39136258,0.47263852,0.5707258,0.3701856,0.43740338,0.52337044,0.4411173,0.5374158,0.55407405,0.69556683,0.539166,0.49074894,0.71507925,0.6263034,0.566795,0.40324122,0.64534277,0.48160747,0.7202999,0.70623386,0.56907415,0.7539643,0.7655408,0.46725962,0.42438748
C:\miniproject\dataset\F_R_S\1133.jpg,F_R_S,0.40431258,0.5029293,0.51433045,0.3951828,0.5085536,0.58574206,0.39427313,0.4964845,0.54538095,0.3970845,0.5187954,0.54157203,0.3995749,0.48722056,0.55972826,0.4356846,0.5357601,0.569625,0.43296325,0.47710449,0.55005175,0.47462675,0.5403527,0.30747125,0.47052157,0.4733391,0.32977328,0.5005003,0.52309674,0.31292236,0.4919873,0.4813787,0.25569466,0.5177089,0.528794,0.48765305,0.5214399,0.49015498,0.6153951,0.58162814,0.531783,0.39423132,0.5847991,0.4776585,0.46780267,0.6546699,0.5512129,0.35442865,0.67234576,0.4625625,0.46408188
C:\miniproject\dataset\F_R_S\1134 (2).jpg,F_R_S,0.36617294,0.53404945,0.6146399,0.35516974,0.54304653,0.65204746,0.35512483,0.52369153,0.72563785,0.36143416,0.5555295,0.6729604,0.36322388,0.5044912,0.65506405,0.40483525,0.57714707,0.5556291,0.3997547,0.48464108,0.57759976,0.4724245,0.5897749,0.45875692,0.4616866,0.4839184,0.36347154,0.47188807,0.56665736,0.31007358,0.43882066,0.5203122,0.46628296,0.5357266,0.5547378,0.690719,0.5379094,0.49352616,0.6969811,0.6290351,0.5631638,0.42808923,0.65069306,0.48135298,0.7183057,0.71261036,0.56782645,0.7690741,0.7685886,0.46709836,0.4476557
C:\miniproject\dataset\F_R_S\1134.jpg,F_R_S,0.404508,0.5029561,0.5122506,0.39567846,0.50845814,0.59730875,0.39461973,0.49700248,0.5445694,0.39730304,0.51870346,0.540388,0.3995943,0.4880149,0.572395,0.43646112,0.53569084,0.54386955,0.4324684,0.4774597,0.5685304,0.47373512,0.5404452,0.30594304,0.467407,0.4744704,0.31259477,0.49916774,0.5239927,0.30619723,0.48774603,0.48212835,0.2554893,0.51771647,0.5260551,0.4312289,0.5195675,0.4889477,0.5962969,0.58126926,0.5294223,0.36918533,0.5833524,0.4763038,0.4605041,0.65103096,0.54665464,0.47733393,0.6719986,0.46074286,0.2689612
C:\miniproject\dataset\F_R_S\1135 (2).jpg,F_R_S,0.36770487,0.53307533,0.5677458,0.35679024,0.5422229,0.5894943,0.35671398,0.52314377,0.66139746,0.36280012,0.5562673,0.688012,0.364706,0.50468636,0.65296847,0.40777758,0.57635766,0.6551935,0.40256533,0.48604822,0.5861019,0.47338146,0.59016657,0.44233605,0.46662375,0.48268917,0.3543702,0.47883797,0.56735086,0.34879586,0.4381172,0.515751,0.42602143,0.5325217,0.55443853,0.6230029,0.53533584,0.49389264,0.6277696,0.62988096,0.5626632,0.407783,0.6512345,0.4809482,0.6572298,0.71125585,0.56770575,0.7272025,0.7660521,0.46520147,0.71021193
C:\miniproject\dataset\F_R_S\1135.jpg,F_R_S,0.4050981,0.5018843,0.48937297,0.3961882,0.50741035,0.6081509,0.39506575,0.49548545,0.5610057,0.39789912,0.5178688,0.53914714,0.399806,0.48796308,0.5572134,0.43635496,0.5354116,0.52960116,0.43222994,0.47793755,0.550102,0.47516212,0.53931904,0.29589057,0.46484745,0.4756228,0.31544513,0.49693808,0.52271855,0.29257712,0.4835921,0.4826898,0.2895482,0.5207223,0.52651894,0.4710751,0.5219961,0.4894968,0.6122619,0.58586115,0.5302433,0.30803153,0.58539295,0.47789818,0.36451533,0.6541304,0.54854804,0.32950115,0.6721049,0.46260285,0.45332772
C:\miniproject\dataset\F_R_S\1136 (2).jpg,F_R_S,0.36771268,0.5322567,0.56399137,0.35705894,0.5410047,0.5954748,0.35730737,0.5221408,0.6295813,0.36321637,0.55505663,0.71500754,0.3659016,0.50422513,0.6637837,0.40694314,0.5760595,0.6315276,0.40375835,0.48624942,0.6045541,0.46259615,0.59111667,0.40799153,0.46064404,0.4825314,0.39146906,0.47645435,0.5708207,0.38138896,0.43899596,0.5197804,0.35660172,0.5313446,0.55413914,0.60840225,0.5339999,0.49407429,0.59614426,0.6276699,0.5602968,0.3799091,0.64970356,0.48224393,0.6328916,0.70907235,0.567051,0.7446748,0.76771337,0.46531457,0.4484464
C:\miniproject\dataset\F_R_S\1136.jpg,F_R_S,0.4051623,0.5019951,0.4916643,0.39624974,0.50763255,0.6123742,0.39511338,0.49598765,0.542992,0.39800966,0.5179712,0.5384828,0.39962536,0.48824748,0.56646764,0.4364636,0.5348957,0.5181704,0.4322375,0.47805497,0.53967017,0.47602326,0.54343843,0.43889552,0.46600825,0.47447506,0.33281302,0.49773362,0.5226104,0.30472532,0.48493317,0.48239413,0.27772915,0.5208972,0.5266908,0.48316205,0.5225639,0.48945907,0.6147133,0.5860324,0.53018355,0.32511273,0.58618337,0.4782945,0.37719944,0.6546649,0.54897493,0.34486267,0.6721567,0.46338436,0.4477741
C:\miniproject\dataset\F_R_S\1137 (2).jpg,F_R_S,0.368838,0.53289413,0.6294066,0.3582142,0.5425639,0.46645156,0.35858786,0.52235764,0.5872805,0.3636872,0.555022,0.7222709,0.36741257,0.5052657,0.7068019,0.4072247,0.5768429,0.65397924,0.40555593,0.48595038,0.58023554,0.4707353,0.591758,0.3821563,0.465957,0.48243552,0.35613695,0.47975314,0.5697059,0.40229422,0.44038498,0.51741326,0.32045472,0.53684354,0.5542287,0.69442844,0.5389501,0.49435234,0.6868892,0.6353748,0.559925,0.39023918,0.65467757,0.48175848,0.6732147,0.7096394,0.5659382,0.7319419,0.7665708,0.46522883,0.70754814
C:\miniproject\dataset\F_R_S\1137.jpg,F_R_S,0.40456688,0.50267285,0.5058543,0.39563566,0.5083584,0.59424585,0.39452145,0.49632886,0.56124854,0.39743286,0.5186263,0.5387749,0.39968464,0.487292,0.5604378,0.43672425,0.53578115,0.5444767,0.43353355,0.4765241,0.5588732,0.47327867,0.54047793,0.31507263,0.46831816,0.47259662,0.31566992,0.49952948,0.5244468,0.33388373,0.4906467,0.4821804,0.25863484,0.51790106,0.52763903,0.47305933,0.52092266,0.48994246,0.62276787,0.58394367,0.53195214,0.3880028,0.5862908,0.47737336,0.4660106,0.6503856,0.54899806,0.49534023,0.67142826,0.46208483,0.41039038
C:\miniproject\dataset\F_R_S\1138 (2).jpg,F_R_S,0.3689098,0.5337221,0.6497621,0.35783154,0.54319274,0.46190596,0.35754353,0.5216031,0.46112686,0.36329103,0.5554971,0.7066847,0.36769128,0.5058845,0.72573125,0.40872398,0.57762754,0.6491571,0.40494317,0.48493502,0.5835874,0.47391117,0.59118295,0.35207954,0.46710014,0.4819352,0.3523147,0.48058286,0.56810546,0.38685104,0.44030818,0.5159649,0.32552704,0.54121614,0.5554551,0.7072487,0.54279935,0.4943688,0.66205007,0.63437295,0.55996305,0.41727304,0.65583175,0.47958937,0.6300837,0.70871395,0.5656005,0.74154794,0.7660877,0.465148,0.69114006
C:\miniproject\dataset\F_R_S\1138.jpg,F_R_S,0.40460902,0.503672,0.52351254,0.39522195,0.5093492,0.59389955,0.39480338,0.49730194,0.5194515,0.39727715,0.5197861,0.5682911,0.39954066,0.4880257,0.5699063,0.4363673,0.53635836,0.5610062,0.43302998,0.47754878,0.5583531,0.47638193,0.5396904,0.3018214,0.4728067,0.47485548,0.34215257,0.49939466,0.52309674,0.32405743,0.4880499,0.48086065,0.29178083,0.5145181,0.5273625,0.42105508,0.51764244,0.490944,0.55046856,0.5776785,0.53122866,0.439599,0.5828997,0.47901648,0.5147041,0.64683795,0.5510754,0.53099656,0.6683772,0.46553922,0.26450557
C:\miniproject\dataset\F_R_S\1139 (2).jpg,F_R_S,0.36767215,0.53310096,0.6150625,0.3564104,0.541296,0.5739718,0.35750353,0.52241313,0.6167555,0.36308393,0.5550841,0.67998755,0.36740658,0.5054925,0.6810683,0.40965572,0.57662827,0.6717614,0.4028476,0.48523667,0.42559147,0.47286543,0.5918224,0.35590893,0.46446538,0.48111176,0.3504352,0.48080912,0.5678586,0.36813268,0.4398687,0.5121521,0.33547372,0.5407285,0.55409414,0.7007638,0.5427563,0.4947054,0.659135,0.63579863,0.5603237,0.39081737,0.65946865,0.4785929,0.65837765,0.7093533,0.56601703,0.7438639,0.76704895,0.46556488,0.704036
C:\miniproject\dataset\F_R_S\1139.jpg,F_R_S,0.4036259,0.5047383,0.53383595,0.3937949,0.51043075,0.5484465,0.3938304,0.49808815,0.48245454,0.39615735,0.5215406,0.60347605,0.39884475,0.48893866,0.58096457,0.43560448,0.53708744,0.58432615,0.4311425,0.47835147,0.5775014,0.47679332,0.54368085,0.43555382,0.4690947,0.4732944,0.32951066,0.49620363,0.52310646,0.3578717,0.4873165,0.47999325,0.26623064,0.5139258,0.527934,0.4358033,0.51751906,0.49214786,0.55066544,0.5786519,0.53197324,0.4646611,0.58324265,0.4811403,0.4952136,0.6455206,0.5517404,0.53588337,0.66550493,0.46743348,0.2579754
C:\miniproject\dataset\F_R_S\1140 (2).jpg,F_R_S,0.36820576,0.533166,0.63515174,0.35664323,0.5417458,0.5960408,0.35724413,0.5228112,0.6208414,0.36269864,0.55501366,0.669677,0.36624724,0.50476915,0.66442186,0.40921637,0.57525015,0.6885831,0.4024441,0.48405987,0.4267201,0.47351468,0.5903892,0.37619698,0.46170163,0.48170903,0.33543843,0.48325214,0.565127,0.3625038,0.44592038,0.51563555,0.27801043,0.5414082,0.5516575,0.6986501,0.542548,0.4942508,0.65974015,0.64030284,0.5590696,0.33443952,0.6606464,0.47932842,0.6964116,0.7119216,0.56480044,0.73866606,0.76686996,0.46671358,0.63756764
C:\miniproject\dataset\F_R_S\1140.jpg,F_R_S,0.40403908,0.50449085,0.5262789,0.39489615,0.5101417,0.56460005,0.39549747,0.4970579,0.3505434,0.39706117,0.5218733,0.6041413,0.39920467,0.4898108,0.5925179,0.43594098,0.53736126,0.5933089,0.43153828,0.47847497,0.58460146,0.47492313,0.5410758,0.29633412,0.46924925,0.47284013,0.31207624,0.50011593,0.5243238,0.3377776,0.48836088,0.48046067,0.29554516,0.51414686,0.52771026,0.4249633,0.5163908,0.4918242,0.53405476,0.5786971,0.53179765,0.4630727,0.58544123,0.48096573,0.35213423,0.64659727,0.55211437,0.49400395,0.665084,0.46693704,0.24785477
C:\miniproject\dataset\F_R_S\1141 (2).jpg,F_R_S,0.36919183,0.5343603,0.646274,0.35874757,0.5440121,0.4597499,0.35817167,0.5246311,0.56957257,0.36401737,0.55476916,0.6661415,0.36666286,0.5051656,0.6692179,0.40943274,0.573347,0.6744679,0.40581265,0.4849343,0.46098483,0.47039616,0.5898757,0.37271038,0.46386176,0.48122033,0.36395597,0.48227212,0.5669958,0.3925083,0.4565178,0.51973855,0.24428566,0.5457432,0.5517612,0.6549096,0.5471998,0.49206188,0.50484276,0.64093316,0.55942726,0.38116422,0.6612387,0.47935498,0.68984854,0.7176479,0.56503314,0.57064354,0.7653849,0.4666422,0.7302674
C:\miniproject\dataset\F_R_S\1141.jpg,F_R_S,0.4040444,0.5043429,0.5253379,0.3949804,0.5099557,0.56786484,0.39446235,0.49817055,0.50432456,0.3974423,0.52109706,0.5868182,0.3994811,0.48882842,0.5875564,0.43660972,0.5368623,0.55810696,0.432816,0.4778215,0.5686334,0.47546682,0.5399296,0.30682522,0.47037625,0.47346458,0.32233435,0.5005689,0.52435696,0.33223334,0.48858503,0.48060536,0.28975722,0.5146941,0.52771705,0.42256093,0.5169801,0.49178377,0.5376893,0.5791088,0.5311601,0.46753684,0.5852028,0.4810229,0.45206723,0.64693975,0.5516187,0.50059366,0.66749257,0.46587554,0.25922224
C:\miniproject\dataset\F_R_S\1142 (2).jpg,F_R_S,0.37020686,0.5340635,0.62923926,0.3598157,0.5431631,0.49379733,0.3584689,0.5225698,0.4471277,0.36421496,0.55349743,0.63844305,0.3664641,0.5041396,0.63800955,0.40879533,0.5713802,0.7047186,0.40423465,0.4838245,0.56097156,0.4739829,0.58884317,0.41262618,0.4588456,0.48153663,0.3505426,0.48218462,0.56813496,0.4431205,0.45193186,0.5202011,0.2647648,0.54640126,0.5518677,0.6746421,0.54821813,0.49201933,0.5339934,0.6436949,0.5583094,0.4212535,0.6619625,0.4783408,0.70205617,0.71904725,0.56512886,0.7165326,0.765398,0.46443462,0.7834661
C:\miniproject\dataset\F_R_S\1142.jpg,F_R_S,0.40415555,0.5045224,0.53147143,0.39498997,0.5103353,0.57658875,0.39457086,0.49837363,0.500362,0.39747104,0.5216399,0.61169034,0.39962757,0.48893708,0.592008,0.436776,0.5370748,0.57616436,0.43312448,0.47812554,0.5574199,0.47782636,0.54425156,0.43149352,0.47119606,0.47424203,0.33692262,0.5006422,0.52350575,0.32646635,0.48914024,0.48071462,0.28863063,0.5165505,0.5267999,0.43304273,0.519215,0.49087697,0.57124394,0.58109635,0.5303958,0.4548653,0.5872383,0.4816292,0.42232162,0.64772624,0.5512789,0.46718642,0.670271,0.46457767,0.25765875
C:\miniproject\dataset\F_R_S\1143 (2).jpg,F_R_S,0.370137,0.53206295,0.579496,0.35901904,0.5422367,0.47588277,0.35786608,0.52180815,0.5603196,0.36306787,0.55425274,0.65789247,0.36584008,0.5029726,0.6007895,0.41047522,0.57349735,0.71848565,0.40133256,0.4823123,0.6220226,0.47803447,0.5896907,0.38461015,0.45706946,0.48261607,0.40105984,0.48122153,0.56510836,0.35860345,0.45049593,0.51848584,0.28288457,0.5474232,0.5500106,0.62683624,0.5487739,0.49058175,0.56368375,0.64627475,0.5607589,0.5371855,0.66178113,0.4767118,0.67712206,0.71909803,0.5653894,0.56291354,0.7671239,0.46245372,0.7972424
C:\miniproject\dataset\F_R_S\1143.jpg,F_R_S,0.4038759,0.5045311,0.5326681,0.39474463,0.510539,0.5702705,0.39422813,0.49862957,0.5060742,0.39756986,0.5221986,0.6163311,0.39949727,0.48959062,0.5968583,0.4368569,0.5372858,0.5884952,0.4319725,0.47898537,0.57165056,0.47713226,0.54380524,0.4201399,0.46902496,0.47449696,0.32540837,0.5005249,0.5231893,0.32390195,0.48961294,0.4810155,0.28721195,0.51674545,0.5259804,0.4222249,0.5192067,0.49120605,0.5732863,0.5809221,0.53090835,0.44567358,0.58676505,0.48259336,0.41107303,0.6461448,0.55192274,0.47464326,0.6672883,0.46767744,0.24555236
C:\miniproject\dataset\F_R_S\1144 (2).jpg,F_R_S,0.36714464,0.5315953,0.5293511,0.35539174,0.539817,0.632302,0.35571074,0.520571,0.62061024,0.36141795,0.55087453,0.563011,0.36524194,0.50160116,0.55799633,0.4084858,0.5711521,0.66121984,0.39983574,0.48109612,0.6499652,0.4726426,0.5885068,0.42680824,0.45477256,0.4792065,0.4103253,0.4779132,0.56271225,0.3846238,0.4543805,0.51281816,0.26817948,0.5451573,0.54746306,0.6776074,0.5465664,0.48712426,0.4791942,0.6383421,0.5588456,0.51256883,0.65961134,0.47550455,0.62342644,0.71224314,0.56611204,0.7269301,0.7687092,0.4624009,0.6708754
C:\miniproject\dataset\F_R_S\1144.jpg,F_R_S,0.40423045,0.50451505,0.5207712,0.39509723,0.5101389,0.5545944,0.3943557,0.49890876,0.52547014,0.3978601,0.5212664,0.58934677,0.39932194,0.4895618,0.614119,0.43576896,0.53715044,0.60557747,0.43176603,0.47933328,0.5650032,0.4736283,0.5398036,0.2978723,0.46673626,0.47534642,0.3090817,0.49682388,0.5248511,0.3306135,0.4846526,0.48275182,0.27952275,0.5152152,0.52703506,0.42808715,0.5192649,0.4921785,0.5716471,0.5788688,0.53100175,0.4985135,0.58720154,0.48292452,0.43875375,0.64487255,0.55205303,0.51419,0.66806567,0.46973443,0.2688728
C:\miniproject\dataset\F_R_S\1145 (2).jpg,F_R_S,0.36625522,0.52894497,0.51838315,0.35537264,0.53754646,0.6524321,0.35521138,0.5171558,0.56206936,0.36118603,0.5488181,0.48700938,0.36434886,0.49796945,0.43535,0.40756583,0.5675459,0.64925826,0.40065455,0.4795221,0.6403956,0.47175142,0.58485717,0.43567926,0.4621918,0.4821415,0.34103903,0.47825563,0.56265056,0.4318133,0.45352757,0.51620877,0.31301743,0.54609644,0.54720956,0.5886822,0.54902726,0.4872231,0.54573464,0.63936764,0.5587337,0.5110971,0.65931046,0.47623208,0.5977019,0.71301275,0.5579944,0.7825816,0.77021927,0.46083948,0.6083839
C:\miniproject\dataset\F_R_S\1145.jpg,F_R_S,0.40531915,0.50446576,0.5237937,0.39619562,0.5101681,0.55993706,0.39625773,0.49762353,0.39260933,0.39830416,0.52209926,0.63768,0.39887503,0.49075136,0.6232633,0.4343969,0.5381379,0.63037616,0.42894885,0.48088068,0.5922931,0.47049078,0.54305404,0.32619944,0.4670714,0.47432125,0.31792796,0.48891085,0.52534956,0.298293,0.4783163,0.48528403,0.31247193,0.51518196,0.52725,0.42971417,0.5192502,0.49116606,0.56831765,0.57930416,0.5315151,0.44753504,0.58772594,0.4808331,0.48661083,0.64650375,0.5515057,0.52589375,0.67107713,0.46555093,0.35055995
C:\miniproject\dataset\F_R_S\1146 (2).jpg,F_R_S,0.36769772,0.5267125,0.67887384,0.3583605,0.5359918,0.4216642,0.35721207,0.5145254,0.5614137,0.36339906,0.5461947,0.5948302,0.36302948,0.49733755,0.69804215,0.40618512,0.56702125,0.42287707,0.39897013,0.47495395,0.69816506,0.46674824,0.5857625,0.43603233,0.46027973,0.47729975,0.41270483,0.47626045,0.5621526,0.45827037,0.45119914,0.51347756,0.32584852,0.5450446,0.5469242,0.6809975,0.5489709,0.48722064,0.54911494,0.641125,0.5577698,0.5225247,0.6606913,0.4753932,0.57129633,0.7142008,0.5573526,0.7537524,0.76759475,0.46158957,0.7296956
C:\miniproject\dataset\F_R_S\1146.jpg,F_R_S,0.4048479,0.5043615,0.52840686,0.3959558,0.51002884,0.56823105,0.39597633,0.49745065,0.38306066,0.39807537,0.52167326,0.63250154,0.3986718,0.49033085,0.6224796,0.43437403,0.5378547,0.62489605,0.42888004,0.48048154,0.5907722,0.47116882,0.5426735,0.3251364,0.467611,0.47535694,0.3102742,0.49215168,0.52468973,0.30352092,0.48079926,0.48502713,0.31335753,0.51552975,0.5273565,0.4393243,0.51973855,0.4908889,0.58307153,0.57867056,0.532007,0.43792394,0.5859505,0.48103973,0.5142875,0.6465664,0.5515169,0.5149146,0.6714305,0.4663976,0.3504248
C:\miniproject\dataset\F_R_S\1147 (2).jpg,F_R_S,0.3658181,0.5246746,0.62941897,0.35478973,0.5334436,0.5542425,0.35598418,0.51316553,0.6156359,0.36157373,0.5454345,0.5715803,0.36181358,0.49647066,0.62922037,0.4035834,0.5654813,0.42343944,0.3949822,0.47706744,0.70999146,0.45921504,0.5825883,0.40098932,0.44901353,0.48014086,0.37158063,0.4716796,0.5547706,0.32290068,0.4448338,0.5147714,0.36340556,0.54356706,0.5469954,0.6885317,0.5442336,0.48746932,0.6414205,0.64039767,0.5579768,0.520096,0.66058856,0.47570443,0.59609824,0.7119014,0.56397086,0.6942425,0.7669714,0.4617141,0.67159283
C:\miniproject\dataset\F_R_S\1147.jpg,F_R_S,0.40455395,0.5040873,0.52435386,0.3955944,0.5099878,0.5593232,0.39575264,0.49758685,0.39238253,0.39789945,0.5219353,0.6332634,0.3983718,0.49070022,0.60528463,0.43429434,0.5371806,0.6158187,0.42931637,0.4810696,0.58770967,0.47243544,0.5414885,0.30616158,0.46616152,0.47883052,0.28026897,0.49158728,0.52445,0.2960116,0.47957048,0.48620087,0.2973408,0.51783675,0.5279422,0.4868573,0.5211012,0.491706,0.61318195,0.5813864,0.5319042,0.4340704,0.58703154,0.48153555,0.47165123,0.6472554,0.5520889,0.54741645,0.6716973,0.46696228,0.34522977
C:\miniproject\dataset\F_R_S\1148 (2).jpg,F_R_S,0.36501798,0.5209803,0.6416897,0.35498217,0.529649,0.5963302,0.35533795,0.5091026,0.7382759,0.3601229,0.5426304,0.65296006,0.3617465,0.4916754,0.6356761,0.40535998,0.56266165,0.5277384,0.40040857,0.47291175,0.65687793,0.46073323,0.5817316,0.4021519,0.45548987,0.47672138,0.34240735,0.470031,0.5576315,0.33024663,0.44499865,0.51001304,0.3703328,0.538034,0.54065394,0.6032461,0.53977627,0.48549613,0.63426524,0.633664,0.5524005,0.57615095,0.6566401,0.47432736,0.5123014,0.7106929,0.5559064,0.71307385,0.7708678,0.45994624,0.6307388
C:\miniproject\dataset\F_R_S\1148.jpg,F_R_S,0.40392724,0.5046168,0.5415971,0.3948397,0.51085377,0.5485915,0.39527062,0.49784228,0.40312257,0.39817658,0.52276623,0.65984434,0.39940146,0.4906415,0.63496906,0.43599463,0.5380247,0.6072027,0.4315406,0.4810279,0.5636504,0.47614586,0.5395478,0.29974034,0.46826547,0.47877187,0.29676428,0.49359575,0.52398974,0.31725457,0.48283318,0.4891049,0.2902078,0.52161163,0.5280586,0.5183041,0.52398014,0.49180773,0.63054,0.58562887,0.53025585,0.31384757,0.5889902,0.4815807,0.45497128,0.6488727,0.55142987,0.5003639,0.67427886,0.46618915,0.34943634
C:\miniproject\dataset\F_R_S\1149 (2).jpg,F_R_S,0.36509055,0.51908726,0.57446027,0.3542721,0.52811265,0.6206332,0.35397136,0.5080632,0.74448216,0.35950986,0.54035556,0.66084164,0.36003304,0.48908678,0.57421947,0.40270495,0.56144303,0.5663647,0.39694548,0.47127852,0.58477974,0.46121827,0.5768396,0.33483797,0.4479921,0.47610652,0.37471172,0.46631023,0.54958236,0.28791514,0.44618306,0.5100166,0.3319159,0.5365912,0.5417982,0.6144371,0.5384373,0.4832586,0.58555496,0.6240722,0.55243653,0.5351585,0.6565137,0.47073057,0.4470793,0.70107925,0.5528163,0.7126672,0.7657108,0.4590686,0.72408926
